ID	Chromosome	Start	Stop	Symbol	Biotype
ENSMUSG00000085409	10	94408891	94410732	Gm16155	sense_intronic
ENSMUSG00000030826	7	45570153	45589711	Bcat2	protein_coding
ENSMUSG00000099811	1	59532991	59549521	Gm28411	antisense
ENSMUSG00000038034	1	172261641	172319841	Igsf8	protein_coding
ENSMUSG00000086269	10	94567828	94612084	Tmcc3os	antisense
ENSMUSG00000018509	11	62524946	62539261	Cenpv	protein_coding
ENSMUSG00000085169	16	91688911	91715642	Gm10785	processed_transcript
ENSMUSG00000086155	7	4074125	4120728	9430041J12Rik	antisense
ENSMUSG00000026021	1	59586558	59670834	Sumo1	protein_coding
ENSMUSG00000020023	10	94311949	94590956	Tmcc3	protein_coding
ENSMUSG00000087190	16	91931237	91962915	D430001F17Rik	processed_transcript
ENSMUSG00000075267	2	76648476	76658556	Dfnb59	protein_coding
ENSMUSG00000106283	12	115590423	115591196	Rpl7a-ps2	processed_pseudogene
ENSMUSG00000030852	7	130577438	130764785	Tacc2	protein_coding
ENSMUSG00000021624	13	102693558	102739629	Cd180	protein_coding
ENSMUSG00000058240	16	91689322	91728975	Cryzl1	protein_coding
ENSMUSG00000005547	7	26835305	26843548	Cyp2a5	protein_coding
ENSMUSG00000104731	5	99839533	99839990	Gm43249	processed_pseudogene
ENSMUSG00000095519	12	115593110	115593591	Ighv1-66	IG_V_gene
ENSMUSG00000096111	15	99931711	99953044	Gm21917	antisense
ENSMUSG00000086202	2	45696605	45698447	1700019E08Rik	lincRNA
ENSMUSG00000030428	7	4119408	4136708	Ttyh1	protein_coding
ENSMUSG00000101409	1	59534811	59537229	1700122D07Rik	antisense
ENSMUSG00000107132	5	149489056	149538030	Gm15997	antisense
ENSMUSG00000103821	1	59646200	59648071	D430013B06Rik	TEC
ENSMUSG00000095863	12	115603940	115604376	Ighv1-67	IG_V_gene
ENSMUSG00000037583	4	133553376	133556536	Nr0b2	protein_coding
ENSMUSG00000086830	2	45747803	45751684	Gm13467	lincRNA
ENSMUSG00000102608	1	180508778	180519727	Gm37267	lincRNA
ENSMUSG00000105687	6	70428929	70430825	Gm6157	processed_pseudogene
ENSMUSG00000106879	5	149502503	149503052	Gm2566	processed_pseudogene
ENSMUSG00000047361	1	59516264	59636417	Gm973	protein_coding
ENSMUSG00000086710	2	45733457	45753311	Gm13465	lincRNA
ENSMUSG00000105405	5	145918556	145918878	Gm42431	processed_pseudogene
ENSMUSG00000102943	3	49780425	49780887	Gm37550	processed_pseudogene
ENSMUSG00000104805	5	145956052	145965050	Gm43624	unprocessed_pseudogene
ENSMUSG00000103754	9	108950003	108950541	Gm37284	TEC
ENSMUSG00000105394	5	145968410	145968569	Gm43115	processed_pseudogene
ENSMUSG00000083807	2	45809472	45810470	Gm13466	processed_pseudogene
ENSMUSG00000105036	5	20728394	20728892	1110060G06Rik	TEC
ENSMUSG00000083812	7	142305842	142306294	Gm5054	processed_pseudogene
ENSMUSG00000020826	11	78920787	78960254	Nos2	protein_coding
ENSMUSG00000095958	14	53621657	53622245	Trav12-3	TR_V_gene
ENSMUSG00000044442	16	87354185	87368742	N6amt1	protein_coding
ENSMUSG00000038580	7	141278330	141279133	Sct	protein_coding
ENSMUSG00000100330	Y	89656606	89657301	Gm28531	unprocessed_pseudogene
ENSMUSG00000083767	4	74228197	74229752	Gm11405	processed_pseudogene
ENSMUSG00000095423	X	27334822	27356109	Gm7375	unprocessed_pseudogene
ENSMUSG00000005233	2	69193895	69206194	Spc25	protein_coding
ENSMUSG00000003420	7	45092990	45103851	Fcgrt	protein_coding
ENSMUSG00000036853	3	146117450	146141806	Mcoln3	protein_coding
ENSMUSG00000017861	2	163054687	163084688	Mybl2	protein_coding
ENSMUSG00000083431	2	37074022	37082455	Gm13437	processed_pseudogene
ENSMUSG00000037351	1	36698114	36714422	Actr1b	protein_coding
ENSMUSG00000031957	8	111686519	111691010	Ctrb1	protein_coding
ENSMUSG00000102758	3	23798102	25144261	Naaladl2	protein_coding
ENSMUSG00000105751	3	138495868	138496093	Gm43724	processed_pseudogene
ENSMUSG00000098232	9	75693653	75694659	Gm3671	processed_pseudogene
ENSMUSG00000041375	7	16274042	16286795	Ccdc9	protein_coding
ENSMUSG00000057497	6	86365646	86370058	Fam136a	protein_coding
ENSMUSG00000076846	14	53634829	53635399	Trav13-2	TR_V_gene
ENSMUSG00000075378	2	37083736	37089290	Olfr361	protein_coding
ENSMUSG00000102876	3	25144068	25144261	Gm37136	TEC
ENSMUSG00000057036	3	24333068	24333511	Gm7536	processed_pseudogene
ENSMUSG00000105009	3	25007423	25007705	Gm42774	processed_pseudogene
ENSMUSG00000101328	1	86473659	86474006	Rpl30-ps6	processed_pseudogene
ENSMUSG00000020891	11	69183932	69197843	Alox8	protein_coding
ENSMUSG00000086667	2	37088288	37089164	Gm13434	lincRNA
ENSMUSG00000079018	15	75044018	75048830	Ly6c1	protein_coding
ENSMUSG00000106462	3	138503844	138504212	Gm43725	processed_pseudogene
ENSMUSG00000095711	14	53640701	53641225	Trav14-2	TR_V_gene
ENSMUSG00000106452	3	114544421	114544772	Gm43749	processed_pseudogene
ENSMUSG00000007891	7	142375911	142388038	Ctsd	protein_coding
ENSMUSG00000033253	4	118362743	118409273	Szt2	protein_coding
ENSMUSG00000025144	11	120710942	120713738	Stra13	protein_coding
ENSMUSG00000105225	3	114828020	114828671	Gm19147	processed_pseudogene
ENSMUSG00000029630	5	145977194	146009618	Cyp3a25	protein_coding
ENSMUSG00000081386	X	155922917	155923823	Gm15160	processed_pseudogene
ENSMUSG00000055109	X	155624741	156345887	Gm15155	protein_coding
ENSMUSG00000028024	3	129269175	129332720	Enpep	protein_coding
ENSMUSG00000022973	16	90936092	91011308	Synj1	protein_coding
ENSMUSG00000104237	1	36739048	36744792	Gm33533	lincRNA
ENSMUSG00000042570	10	79540245	79555199	Mier2	protein_coding
ENSMUSG00000019539	7	45082913	45092221	Rcn3	protein_coding
ENSMUSG00000102416	1	36710149	36757953	4933424G06Rik	protein_coding
ENSMUSG00000026596	1	156558786	156649568	Abl2	protein_coding
ENSMUSG00000029343	5	112255815	112269585	Crybb1	protein_coding
ENSMUSG00000007030	17	35016579	35026741	Vwa7	protein_coding
ENSMUSG00000031955	8	111710474	111743809	Bcar1	protein_coding
ENSMUSG00000070708	2	163087034	163087855	Gtsf1l	protein_coding
ENSMUSG00000031907	8	106415327	106426598	Zfp90	protein_coding
ENSMUSG00000050323	4	11051045	11076205	Ndufaf6	protein_coding
ENSMUSG00000086152	2	163122606	163143959	Gm11454	lincRNA
ENSMUSG00000055409	7	49974864	50866608	Nell1	protein_coding
ENSMUSG00000086036	2	163152895	163156106	Gm14254	lincRNA
ENSMUSG00000022960	16	91677268	91688765	Donson	protein_coding
ENSMUSG00000083924	11	68095580	68095964	Gm12304	processed_pseudogene
ENSMUSG00000020903	11	67966193	68207148	Stx8	protein_coding
ENSMUSG00000038225	8	46575594	46617212	Primpol	protein_coding
ENSMUSG00000074607	2	163203125	163324170	Tox2	protein_coding
ENSMUSG00000082797	11	17297577	17298419	Gm12015	processed_pseudogene
ENSMUSG00000028329	4	46155347	46196311	Xpa	protein_coding
ENSMUSG00000025496	7	141292006	141296464	Drd4	protein_coding
ENSMUSG00000076848	14	53649404	53649994	Trav15-2-dv6-2	TR_V_gene
ENSMUSG00000100608	Y	89713424	89745532	Gm21996	protein_coding
ENSMUSG00000109560	7	100524016	100524628	Gm8463	processed_pseudogene
ENSMUSG00000069132	2	23321246	23401973	Nxph2	protein_coding
ENSMUSG00000075420	11	115912017	115913920	Smim6	protein_coding
ENSMUSG00000085085	4	129050097	129057983	1700086P04Rik	lincRNA
ENSMUSG00000089757	4	152418283	152421834	Gm16334	processed_transcript
ENSMUSG00000036185	17	35025959	35028016	Sapcd1	protein_coding
ENSMUSG00000104895	5	146017031	146017841	Gm8454	processed_pseudogene
ENSMUSG00000043029	11	73267388	73300363	Trpv3	protein_coding
ENSMUSG00000086740	4	148960297	148984671	Gm17029	antisense
ENSMUSG00000087072	11	115925027	115926143	Recql5os1	antisense
ENSMUSG00000105493	14	53663341	53663780	Gm43551	processed_pseudogene
ENSMUSG00000104636	5	146027690	146027890	Gm43239	processed_pseudogene
ENSMUSG00000028850	4	133574745	133584243	Gpatch3	protein_coding
ENSMUSG00000033454	12	76370266	76396950	Zbtb1	protein_coding
ENSMUSG00000082679	2	46406220	46406569	Gm13469	processed_pseudogene
ENSMUSG00000028931	4	152390742	152477871	Kcnab2	protein_coding
ENSMUSG00000096362	X	123285044	123285445	Rps12-ps21	processed_pseudogene
ENSMUSG00000017817	2	163336242	163397993	Jph2	protein_coding
ENSMUSG00000020752	11	115892595	115933477	Recql5	protein_coding
ENSMUSG00000081086	4	149096383	149096702	Gm9506	processed_pseudogene
ENSMUSG00000105390	5	146070906	146071724	Gm8458	processed_pseudogene
ENSMUSG00000109947	7	45091409	45098320	Gm45669	antisense
ENSMUSG00000110714	8	93141331	93154116	RP23-8D10.1	unprocessed_pseudogene
ENSMUSG00000028975	4	148960535	149099876	Pex14	protein_coding
ENSMUSG00000094828	14	53665929	53666506	Trav3-3	TR_V_gene
ENSMUSG00000086644	2	46419535	46442710	Gm13470	lincRNA
ENSMUSG00000094288	X	123449004	123451890	Astx2	lincRNA
ENSMUSG00000104293	1	156583108	156588248	Gm38043	TEC
ENSMUSG00000082411	11	17638503	17639183	Gm12016	processed_pseudogene
ENSMUSG00000102704	2	23492931	23494448	Gm38309	TEC
ENSMUSG00000100270	Y	89846231	89846923	Gm21803	unprocessed_pseudogene
ENSMUSG00000056643	6	90308349	90325185	Chst13	protein_coding
ENSMUSG00000103366	4	141238179	141239453	C630004L07Rik	TEC
ENSMUSG00000068948	2	37106257	37106510	Olfr363-ps	unprocessed_pseudogene
ENSMUSG00000037112	9	50892801	51009073	Sik2	protein_coding
ENSMUSG00000075377	2	37101706	37117910	Olfr362	protein_coding
ENSMUSG00000106417	3	129285269	129286032	Gm42628	processed_pseudogene
ENSMUSG00000103370	1	189064895	189066433	Gm37178	TEC
ENSMUSG00000082278	2	48140146	48140578	Gm13471	processed_pseudogene
ENSMUSG00000108601	7	73422250	73423902	Gm44645	TEC
ENSMUSG00000104464	1	189078159	189079704	Gm18698	processed_pseudogene
ENSMUSG00000020902	11	68209364	68400823	Ntn1	protein_coding
ENSMUSG00000090733	3	90212522	90213651	Rps27	protein_coding
ENSMUSG00000083966	2	48298908	48299161	Gm13482	processed_pseudogene
ENSMUSG00000098028	16	50111073	50112062	Gm8824	processed_pseudogene
ENSMUSG00000110289	8	57650889	57652359	4930412F12Rik	TEC
ENSMUSG00000034729	17	47368887	47381417	Mrps10	protein_coding
ENSMUSG00000086353	2	48062548	48457245	Gm13481	lincRNA
ENSMUSG00000099701	1	150022190	150024256	Gm19136	processed_pseudogene
ENSMUSG00000044881	7	100537071	100540369	Coa4	protein_coding
ENSMUSG00000019139	8	70594373	70597290	Isyna1	protein_coding
ENSMUSG00000109585	8	57641518	57643822	Gm45358	TEC
ENSMUSG00000110405	8	57604818	57607156	Gm45534	TEC
ENSMUSG00000111439	9	37264093	37264659	RP23-356D13.5	lincRNA
ENSMUSG00000110040	7	142371096	142382667	RP23-145I16.3	protein_coding
ENSMUSG00000035399	2	163405822	163424697	Oser1	protein_coding
ENSMUSG00000109852	8	57626083	57627487	Gm45360	TEC
ENSMUSG00000095546	X	27472031	27494882	Gm10230	protein_coding
ENSMUSG00000110419	8	57651757	57663430	AW046200	bidirectional_promoter_lncRNA
ENSMUSG00000083866	2	48388037	48388350	Gm13472	processed_pseudogene
ENSMUSG00000083860	2	15127600	15128683	Gm13313	processed_pseudogene
ENSMUSG00000084234	7	50599190	50600530	4933405O20Rik	protein_coding
ENSMUSG00000028330	4	46138613	46172403	Ncbp1	protein_coding
ENSMUSG00000070025	8	57550299	57551303	Gm10284	processed_pseudogene
ENSMUSG00000045777	7	142325837	142373753	Ifitm10	protein_coding
ENSMUSG00000111681	9	37269287	37272168	RP23-356D13.8	TEC
ENSMUSG00000058886	7	141297180	141327690	Deaf1	protein_coding
ENSMUSG00000109728	8	57658262	57658688	Gm45359	lincRNA
ENSMUSG00000085265	7	50517309	50575971	Nell1os	antisense
ENSMUSG00000087242	11	68192193	68196153	C78197	antisense
ENSMUSG00000031641	8	61487734	61506694	Cbr4	protein_coding
ENSMUSG00000048402	1	118834132	119053619	Gli2	protein_coding
ENSMUSG00000084993	11	68269558	68270879	Gm12305	sense_intronic
ENSMUSG00000031608	8	57523828	57653032	Galnt7	protein_coding
ENSMUSG00000087354	16	91011249	91016743	4930404I05Rik	processed_transcript
ENSMUSG00000082266	11	68035038	68035710	Gm12303	processed_pseudogene
ENSMUSG00000099632	2	163419795	163420361	2900093K20Rik	antisense
ENSMUSG00000082612	X	156539151	156540120	4930503H13Rik	processed_pseudogene
ENSMUSG00000085279	16	90983907	90987237	Gm15965	antisense
ENSMUSG00000006395	4	118359990	118362744	Hyi	polymorphic_pseudogene
ENSMUSG00000029596	5	120458186	120472810	Sdsl	protein_coding
ENSMUSG00000084202	X	77289832	77290815	Gm5398	processed_pseudogene
ENSMUSG00000047123	17	56269319	56276786	Ticam1	protein_coding
ENSMUSG00000028919	4	141239499	141257564	Arhgef19	protein_coding
ENSMUSG00000082517	X	77292661	77293188	Gm5757	processed_pseudogene
ENSMUSG00000096974	4	43045966	43053254	Gm26881	antisense
ENSMUSG00000086347	11	101456576	101457390	Gm11626	antisense
ENSMUSG00000081622	X	77456586	77457228	Gm5937	processed_pseudogene
ENSMUSG00000010358	11	101448407	101458698	Ifi35	protein_coding
ENSMUSG00000016984	11	17938756	17953875	Etaa1	protein_coding
ENSMUSG00000032292	9	59942771	59960659	Nr2e3	protein_coding
ENSMUSG00000111763	9	15381367	15387425	RP24-70C15.1	lincRNA
ENSMUSG00000006262	5	88720855	88764220	Mob1b	protein_coding
ENSMUSG00000073779	4	107806033	107823022	Lrp8os2	antisense
ENSMUSG00000031629	8	46552028	46580007	Cenpu	protein_coding
ENSMUSG00000036002	4	43032414	43046220	Fam214b	protein_coding
ENSMUSG00000026238	1	86526726	86530712	Ptma	protein_coding
ENSMUSG00000111823	9	15424267	15424614	RP24-70C15.4	processed_pseudogene
ENSMUSG00000017943	2	163438476	163455324	Gdap1l1	protein_coding
ENSMUSG00000096844	6	70434952	70435476	Igkv6-14	IG_V_gene
ENSMUSG00000111508	9	15439995	15440471	RP24-70C15.3	processed_pseudogene
ENSMUSG00000106590	5	121593695	121595908	Gm42879	TEC
ENSMUSG00000029455	5	121566027	121593824	Aldh2	protein_coding
ENSMUSG00000002265	7	6703892	6730431	Peg3	protein_coding
ENSMUSG00000111421	9	37296126	37299361	RP23-356D13.11	TEC
ENSMUSG00000034303	9	37275835	37348432	Ccdc15	protein_coding
ENSMUSG00000102011	Y	89927120	89935013	Gm28930	lincRNA
ENSMUSG00000022961	16	91647506	91679221	Son	protein_coding
ENSMUSG00000100246	Y	89999717	90000411	Gm20879	unprocessed_pseudogene
ENSMUSG00000030884	7	120635176	120659524	Uqcrc2	protein_coding
ENSMUSG00000048442	11	115899966	115906269	Smim5	protein_coding
ENSMUSG00000037876	10	67096125	67256326	Jmjd1c	protein_coding
ENSMUSG00000100533	Y	90275224	90277501	Gm29504	lincRNA
ENSMUSG00000095524	5	88739247	88739729	Gm15682	processed_pseudogene
ENSMUSG00000003746	10	53904788	54075796	Man1a	protein_coding
ENSMUSG00000035495	4	46114746	46138694	Tstd2	protein_coding
ENSMUSG00000099775	15	75071112	75074638	Gm5960	unprocessed_pseudogene
ENSMUSG00000096678	14	53676141	53676630	Trav9-4	TR_V_gene
ENSMUSG00000107477	6	134889774	134892067	Gm44366	sense_intronic
ENSMUSG00000049354	11	106036872	106059324	Dcaf7	protein_coding
ENSMUSG00000020755	11	115933282	115966725	Sap30bp	protein_coding
ENSMUSG00000032641	6	134869093	134898578	Gpr19	protein_coding
ENSMUSG00000084847	9	59957511	59961801	Gm15507	lincRNA
ENSMUSG00000032911	9	56865033	56899870	Cspg4	protein_coding
ENSMUSG00000084913	9	59951285	59959044	Gm7616	antisense
ENSMUSG00000033809	16	20605451	20610768	Alg3	protein_coding
ENSMUSG00000031954	8	111768491	111854291	Cfdp1	protein_coding
ENSMUSG00000053353	2	163471957	163473005	2310001K24Rik	antisense
ENSMUSG00000028793	4	129058271	129085886	Rnf19b	protein_coding
ENSMUSG00000085033	11	106051151	106051852	Gm11646	antisense
ENSMUSG00000048486	2	163466379	163472629	Fitm2	protein_coding
ENSMUSG00000109123	7	100542338	100543180	Gm44804	lincRNA
ENSMUSG00000083573	X	156679335	156679803	Gm7312	processed_pseudogene
ENSMUSG00000087120	11	62550047	62551041	Gm12279	antisense
ENSMUSG00000109664	8	82160623	82165639	Gm9520	processed_pseudogene
ENSMUSG00000032058	9	50845301	50894229	Ppp2r1b	protein_coding
ENSMUSG00000082453	11	93650759	93651969	Gm11502	processed_pseudogene
ENSMUSG00000110045	8	82184799	82207535	Gm45578	lincRNA
ENSMUSG00000110238	8	57639330	57640133	Gm19269	TEC
ENSMUSG00000048528	7	132594878	132599637	Nkx1-2	protein_coding
ENSMUSG00000040808	X	162961992	162964599	S100g	protein_coding
ENSMUSG00000062758	7	131614188	131614988	Gm16477	processed_pseudogene
ENSMUSG00000019505	11	62551171	62553213	Ubb	protein_coding
ENSMUSG00000087064	11	115946450	115952105	Sap30bpos	antisense
ENSMUSG00000000766	10	6758506	7038198	Oprm1	protein_coding
ENSMUSG00000108940	7	130456012	130457673	RP23-182F18.1	TEC
ENSMUSG00000002015	X	73686178	73716175	Bcap31	protein_coding
ENSMUSG00000060288	4	119300010	119320546	Ppih	protein_coding
ENSMUSG00000030930	7	132235780	132317228	Chst15	protein_coding
ENSMUSG00000034427	11	115858406	115892603	Myo15b	protein_coding
ENSMUSG00000028328	4	46038935	46116032	Tmod1	protein_coding
ENSMUSG00000104057	1	88653085	88654845	Gm38130	TEC
ENSMUSG00000027965	3	114904078	115125722	Olfm3	protein_coding
ENSMUSG00000027291	2	120316461	120353137	Vps39	protein_coding
ENSMUSG00000061292	5	146079257	146113287	Cyp3a59	protein_coding
ENSMUSG00000050747	17	36860691	36867210	Trim15	protein_coding
ENSMUSG00000105078	5	99906254	99951092	Gm35911	protein_coding
ENSMUSG00000034055	X	102513975	102644246	Phka1	protein_coding
ENSMUSG00000059555	2	25192966	25196886	Tor4a	protein_coding
ENSMUSG00000100876	6	134897961	134901108	2810454H06Rik	antisense
ENSMUSG00000017950	2	163506808	163572910	Hnf4a	protein_coding
ENSMUSG00000030887	7	120658731	120670343	Pdzd9	protein_coding
ENSMUSG00000044624	10	18779725	18786793	Gm4922	protein_coding
ENSMUSG00000009293	10	77622275	77645993	Ube2g2	protein_coding
ENSMUSG00000110270	8	46604749	46605963	Gm45607	antisense
ENSMUSG00000031403	X	75095854	75109777	Dkc1	protein_coding
ENSMUSG00000100367	1	88656308	88658100	Gm29336	lincRNA
ENSMUSG00000014349	11	96047432	96065388	Ube2z	protein_coding
ENSMUSG00000111738	9	37275260	37275848	RP23-356D13.12	processed_pseudogene
ENSMUSG00000019852	10	18581839	18743949	Arfgef3	protein_coding
ENSMUSG00000111481	9	37329767	37334429	RP23-356D13.9	TEC
ENSMUSG00000024534	18	52767709	52915935	Sncaip	protein_coding
ENSMUSG00000085886	7	4126340	4136926	D030047H15Rik	antisense
ENSMUSG00000111748	9	37312136	37324436	RP23-356D13.10	antisense
ENSMUSG00000080930	2	15342625	15343420	Gm13367	processed_pseudogene
ENSMUSG00000108864	7	84435993	84439226	Gm44933	lincRNA
ENSMUSG00000049866	1	88673125	88702221	Arl4c	protein_coding
ENSMUSG00000108989	7	131472474	131472867	Gm44984	processed_pseudogene
ENSMUSG00000109270	7	132315664	132318291	Gm10584	antisense
ENSMUSG00000004347	6	56069804	56569103	Pde1c	protein_coding
ENSMUSG00000109347	7	84442831	84444551	Gm45175	lincRNA
ENSMUSG00000104457	3	50029669	50029990	Gm37826	processed_pseudogene
ENSMUSG00000109842	7	132911089	132919732	Gm45502	lincRNA
ENSMUSG00000102892	3	50001972	50010783	Gm37854	antisense
ENSMUSG00000097343	7	120673436	120677570	9030407P20Rik	processed_transcript
ENSMUSG00000104349	3	50166661	50166892	Gm37692	processed_pseudogene
ENSMUSG00000084240	15	91530924	91532366	Gm15383	processed_pseudogene
ENSMUSG00000040298	7	130774069	130825899	Btbd16	protein_coding
ENSMUSG00000027332	2	118861954	118882909	Ivd	protein_coding
ENSMUSG00000102167	3	50254855	50255443	Gm2345	processed_pseudogene
ENSMUSG00000020265	10	77606097	77641543	Sumo3	protein_coding
ENSMUSG00000036298	15	91267696	91573261	Slc2a13	protein_coding
ENSMUSG00000027737	3	49892526	50443614	Slc7a11	protein_coding
ENSMUSG00000108935	7	120670296	120675902	4930588G17Rik	antisense
ENSMUSG00000028232	4	3549041	3574853	Tmem68	protein_coding
ENSMUSG00000015214	X	71364760	71419196	Mtmr1	protein_coding
ENSMUSG00000025246	X	77511013	77662983	Tbl1x	protein_coding
ENSMUSG00000029102	5	35041509	35048461	Hgfac	protein_coding
ENSMUSG00000046840	2	163493807	163541720	Hnf4aos	antisense
ENSMUSG00000092524	17	37285142	37286069	Olfr756-ps1	unprocessed_pseudogene
ENSMUSG00000081771	15	91556762	91557917	Gm15381	processed_pseudogene
ENSMUSG00000111119	9	75964204	75964485	RP23-426K2.3	processed_pseudogene
ENSMUSG00000111271	9	40342308	40342938	RP23-114G13.4	sense_intronic
ENSMUSG00000110817	9	75876260	75877713	RP23-426K2.2	TEC
ENSMUSG00000087047	9	40323426	40343564	1700110K17Rik	antisense
ENSMUSG00000097836	9	75897843	76015192	Gm26903	antisense
